

*******************************************************************************
Ephemeris / WWW_USER Wed Apr 24 00:30:52 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Juno (spacecraft) (-61)         {source: juno_merged_DE436}
Center body name: Jupiter (599)                   {source: juno_merged_DE436}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2016-Aug-01 00:00:00.0000 TDB
Stop  time      : A.D. 2016-Sep-23 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 71492.0, 71492.0, 66854.0 km    {Equator_a, b, pole_c}
Keplerian GM    : 1.2668653190037040E+08 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2457630.750000000, A.D. 2016-Aug-30 06:00:00.0000,  9.815776796079629E-01,  7.517708652599544E+04,  9.071085364884900E+01,  2.692245129117666E+02,  1.737852001937435E+02,  2.457628035884985E+06,  7.823050191393225E-05,  1.834501650052111E+01,  1.648145950697179E+02,  4.080760996779174E+06,  8.086344907032352E+06,  4.601785635941149E+06,
2457630.791666667, A.D. 2016-Aug-30 07:00:00.0000,  9.815776047848921E-01,  7.517919264499248E+04,  9.071478714669486E+01,  2.692229756436347E+02,  1.737854930517940E+02,  2.457628035891671E+06,  7.822769112183554E-05,  1.862593186880727E+01,  1.649253496612488E+02,  4.080858746496748E+06,  8.086538300348504E+06,  4.601950982284762E+06,
2457630.833333333, A.D. 2016-Aug-30 08:00:00.0000,  9.815775446107786E-01,  7.518182999314580E+04,  9.071856009574989E+01,  2.692215094460086E+02,  1.737858717884471E+02,  2.457628035901128E+06,  7.822395812379975E-05,  1.890658537991512E+01,  1.650339541726278E+02,  4.080988576426847E+06,  8.086795322860548E+06,  4.602170596254569E+06,
2457630.875000000, A.D. 2016-Aug-30 09:00:00.0000,  9.815774950171479E-01,  7.518498324682146E+04,  9.072207948259297E+01,  2.692201493947894E+02,  1.737863332705993E+02,  2.457628035913372E+06,  7.821935296435678E-05,  1.918697924737216E+01,  1.651404836445609E+02,  4.081148753484143E+06,  8.087112523721465E+06,  4.602441548756430E+06,
2457630.916666667, A.D. 2016-Aug-30 10:00:00.0000,  9.815774518970871E-01,  7.518861940762862E+04,  9.072525731097763E+01,  2.692189280714178E+02,  1.737868716049713E+02,  2.457628035928329E+06,  7.821395354273386E-05,  1.946712394414146E+01,  1.652450123479030E+02,  4.081336576656340E+06,  8.087484533905051E+06,  4.602759273680065E+06,
2457630.958333333, A.D. 2016-Aug-30 11:00:00.0000,  9.815774113520935E-01,  7.519269267177166E+04,  9.072801102019702E+01,  2.692178754663971E+02,  1.737874789650984E+02,  2.457628035945853E+06,  7.820785641866432E-05,  1.974703626596758E+01,  1.653476131628237E+02,  4.081548695943707E+06,  8.087904699215641E+06,  4.603118107122623E+06,
2457631.000000000, A.D. 2016-Aug-30 12:00:00.0000,  9.815773698364780E-01,  7.519714705811150E+04,  9.073026448652138E+01,  2.692170186621196E+02,  1.737881460383423E+02,  2.457628035965734E+06,  7.820117176875897E-05,  2.002673831976865E+01,  1.654483573215239E+02,  4.081781286963327E+06,  8.088365426868543E+06,  4.603511582467341E+06,
2457631.041666667, A.D. 2016-Aug-30 13:00:00.0000,  9.815773242507971E-01,  7.520191793978889E+04,  9.073194936360858E+01,  2.692163813943442E+02,  1.737888622864517E+02,  2.457628035987702E+06,  7.819402037961327E-05,  2.030625696167411E+01,  1.655473143223797E+02,  4.082030154769524E+06,  8.088858391599260E+06,  4.603932605745121E+06,
2457631.083333333, A.D. 2016-Aug-30 14:00:00.0000,  9.815772720090391E-01,  7.520693317172404E+04,  9.073300657190930E+01,  2.692159835674866E+02,  1.737896161348801E+02,  2.457628036011428E+06,  7.818653144062409E-05,  2.058562339012812E+01,  1.656445519020984E+02,  4.082290809950777E+06,  8.089374686729831E+06,  4.604373584130521E+06,
2457631.125000000, A.D. 2016-Aug-30 15:00:00.0000,  9.815772110894191E-01,  7.521211419713122E+04,  9.073338779193070E+01,  2.692158407793013E+02,  1.737903951535847E+02,  2.457628036036529E+06,  7.817884047713592E-05,  2.086487272601713E+01,  1.657401360050442E+02,  4.082558539979469E+06,  8.089904965761808E+06,  4.604826546452619E+06,
2457631.166666667, A.D. 2016-Aug-30 16:00:00.0000,  9.815771400711457E-01,  7.521737731376394E+04,  9.073305685237025E+01,  2.692159638950713E+02,  1.737911862583518E+02,  2.457628036062569E+06,  7.817108712819543E-05,  2.114404349679749E+01,  1.658341307224771E+02,  4.082828486143804E+06,  8.090439594973844E+06,  4.605283273208466E+06,
2457631.208333333, A.D. 2016-Aug-30 17:00:00.0000,  9.815770581564158E-01,  7.522263515545290E+04,  9.073199093249603E+01,  2.692163586995169E+02,  1.737919759413358E+02,  2.457628036089071E+06,  7.816341268816216E-05,  2.142317699580585E+01,  1.659265981946114E+02,  4.083095728907690E+06,  8.090968822659927E+06,  4.605735440905614E+06,
2457631.250000000, A.D. 2016-Aug-30 18:00:00.0000,  9.815769651761693E-01,  7.522779837326740E+04,  9.073018151987446E+01,  2.692170256456977E+02,  1.737927505282069E+02,  2.457628036115516E+06,  7.815595744692362E-05,  2.170231652010096E+01,  1.660175984794491E+02,  4.083355380513061E+06,  8.091482962652855E+06,  4.606174778736209E+06,
2457631.291666667, A.D. 2016-Aug-30 19:00:00.0000,  9.815768615785061E-01,  7.523277746530532E+04,  9.072763508090281E+01,  2.692179597135817E+02,  1.737934964539134E+02,  2.457628036141361E+06,  7.814885791560924E-05,  2.198150650727222E+01,  1.661071893974773E+02,  4.083602681806559E+06,  8.091972586147812E+06,  4.606593232478891E+06,
2457631.333333333, A.D. 2016-Aug-30 20:00:00.0000,  9.815767483994372E-01,  7.523748469126536E+04,  9.072437341387899E+01,  2.692191503861172E+02,  1.737942005472601E+02,  2.457628036166045E+06,  7.814224403934107E-05,  2.226079159903634E+01,  1.661954263628625E+02,  4.083833099742618E+06,  8.092428714793971E+06,  4.606983129621365E+06,
2457631.375000000, A.D. 2016-Aug-30 21:00:00.0000,  9.815766272164276E-01,  7.524183600770420E+04,  9.072043366381288E+01,  2.692205817470145E+02,  1.737948503146428E+02,  2.457628036189002E+06,  7.813623649331281E-05,  2.254021566119863E+01,  1.662823622114034E+02,  4.084042422177788E+06,  8.092843008347872E+06,  4.607337339965308E+06,
2457631.416666667, A.D. 2016-Aug-30 22:00:00.0000,  9.815765000858175E-01,  7.524575296571816E+04,  9.071586798594679E+01,  2.692222327015738E+02,  1.737954342143122E+02,  2.457628036209678E+06,  7.813094414488689E-05,  2.281982078839778E+01,  1.663680470342435E+02,  4.084226847027766E+06,  8.093207941089813E+06,  4.607649426742009E+06,
2457631.458333333, A.D. 2016-Aug-30 23:00:00.0000,  9.815763694656705E-01,  7.524916452028346E+04,  9.071074285201429E+01,  2.692240773193802E+02,  1.737959419137721E+02,  2.457628036227537E+06,  7.812646174922335E-05,  2.309964631995516E+01,  1.664525280249271E+02,  4.084383063374486E+06,  8.093516962228688E+06,  4.607913784135741E+06,
2457631.500000000, A.D. 2016-Aug-31 00:00:00.0000,  9.815762381259805E-01,  7.525200870737703E+04,  9.070513800036005E+01,  2.692260852952579E+02,  1.737963645240237E+02,  2.457628036242081E+06,  7.812286793271684E-05,  2.337972789110373E+01,  1.665358493460975E+02,  4.084508322564463E+06,  8.093764636421548E+06,  4.608125757877313E+06,
2457631.541666667, A.D. 2016-Aug-31 01:00:00.0000,  9.815761090484206E-01,  7.525423415020241E+04,  9.069914503871155E+01,  2.692282225223161E+02,  1.737966948052036E+02,  2.457628036252861E+06,  7.812022350842628E-05,  2.366009654239452E+01,  1.666180520211786E+02,  4.084600497689769E+06,  8.093946761229335E+06,  4.608281746162303E+06,
2457631.583333333, A.D. 2016-Aug-31 02:00:00.0000,  9.815759853181325E-01,  7.525580135932671E+04,  9.069286571692442E+01,  2.692304517681467E+02,  1.737969273387431E+02,  2.457628036259490E+06,  7.811857016049956E-05,  2.394077790921232E+01,  1.666991738556801E+02,  4.084658130097607E+06,  8.094060458835888E+06,  4.608379278580716E+06,
2457631.625000000, A.D. 2016-Aug-31 03:00:00.0000,  9.815758700103416E-01,  7.525668379384080E+04,  9.068640989647075E+01,  2.692327334422299E+02,  1.737970586616045E+02,  2.457628036261654E+06,  7.811792952930646E-05,  2.422179151285183E+01,  1.667792493922867E+02,  4.084680461768458E+06,  8.094104239743075E+06,  4.608417071076412E+06,
2457631.666666667, A.D. 2016-Aug-31 04:00:00.0000,  9.815757661670810E-01,  7.525686915648037E+04,  9.067989224745408E+01,  2.692350267932111E+02,  1.737970874621553E+02,  2.457628036259134E+06,  7.811830135345517E-05,  2.450314969535740E+01,  1.668583098041285E+02,  4.084667500366635E+06,  8.094078131576790E+06,  4.608395136129995E+06,
2457631.708333333, A.D. 2016-Aug-31 05:00:00.0000,  9.815756763141834E-01,  7.525635787260695E+04,  9.067343375777946E+01,  2.692372893950210E+02,  1.737970142126380E+02,  2.457628036251783E+06,  7.811966891389194E-05,  2.478485908548750E+01,  1.669363833254583E+02,  4.084619829521406E+06,  8.093983301170206E+06,  4.608314461711467E+06,
2457631.750000000, A.D. 2016-Aug-31 06:00:00.0000,  9.815756029055374E-01,  7.525516627987006E+04,  9.066715301937826E+01,  2.692394802073530E+02,  1.737968417888922E+02,  2.457628036239574E+06,  7.812199123903303E-05,  2.506691745962798E+01,  1.670134947320077E+02,  4.084538880378753E+06,  8.093822594477636E+06,  4.608177470777638E+06,
2457631.791666667, A.D. 2016-Aug-31 07:00:00.0000,  9.815755478533776E-01,  7.525332444665603E+04,  9.066116748295256E+01,  2.692415591106490E+02,  1.737965750047186E+02,  2.457628036222583E+06,  7.812520947906573E-05,  2.534931553484978E+01,  1.670896658598925E+02,  4.084426709016250E+06,  8.093600093585845E+06,  4.607987644455083E+06,
2457631.833333333, A.D. 2016-Aug-31 08:00:00.0000,  9.815755125321486E-01,  7.525087615394394E+04,  9.065558966293516E+01,  2.692434881966665E+02,  1.737962206132403E+02,  2.457628036200994E+06,  7.812924689410685E-05,  2.563203657825364E+01,  1.671649156726868E+02,  4.084285996299687E+06,  8.093321116445431E+06,  4.607749521609099E+06,
2457631.875000000, A.D. 2016-Aug-31 09:00:00.0000,  9.815754977054952E-01,  7.524787802492423E+04,  9.065052441023130E+01,  2.692452326648731E+02,  1.737957871554387E+02,  2.457628036175099E+06,  7.813401065385853E-05,  2.591505668478809E+01,  1.672392604718826E+02,  4.084119984471256E+06,  8.092992090917587E+06,  4.607468591300605E+06,
2457631.916666667, A.D. 2016-Aug-31 10:00:00.0000,  9.815755034714749E-01,  7.524439831791913E+04,  9.064606632857422E+01,  2.692467616516483E+02,  1.737952847623033E+02,  2.457628036145295E+06,  7.813939404312740E-05,  2.619834525023998E+01,  1.673127141484577E+02,  4.083932399532554E+06,  8.092620400747188E+06,  4.607151161183891E+06,
2457631.958333333, A.D. 2016-Aug-31 11:00:00.0000,  9.815755292282403E-01,  7.524051540866331E+04,  9.064229741475340E+01,  2.692480489668308E+02,  1.737947249154313E+02,  2.457628036112077E+06,  7.814527902046735E-05,  2.648186563217204E+01,  1.673852884709366E+02,  4.083727361330220E+06,  8.092214207251778E+06,  4.606804205097417E+06,
2457632.000000000, A.D. 2016-Aug-31 12:00:00.0000,  9.815755736618923E-01,  7.523631600074655E+04,  9.063928499730828E+01,  2.692490737147569E+02,  1.737941201727168E+02,  2.457628036076029E+06,  7.815153906083295E-05,  2.676557598355570E+01,  1.674569934036021E+02,  4.083509283821384E+06,  8.091782251642022E+06,  4.606435194062870E+06,
2457632.041666667, A.D. 2016-Aug-31 13:00:00.0000,  9.815756347577310E-01,  7.523189311438988E+04,  9.063708003906881E+01,  2.692498207806471E+02,  1.737934838673458E+02,  2.457628036037810E+06,  7.815804219831192E-05,  2.704943023581226E+01,  1.675278374469993E+02,  4.083282768504505E+06,  8.091333643894619E+06,  4.606051915765302E+06,
2457632.083333333, A.D. 2016-Aug-31 14:00:00.0000,  9.815757098356438E-01,  7.522734391293633E+04,  9.063571585673222E+01,  2.692502811677899E+02,  1.737928297895263E+02,  2.457628035998142E+06,  7.816465417345242E-05,  2.733337920059609E+01,  1.675978279916999E+02,  4.083052494389833E+06,  8.090877644866729E+06,  4.605662288240113E+06,
2457632.125000000, A.D. 2016-Aug-31 15:00:00.0000,  9.815757956097312E-01,  7.522276743286363E+04,  9.063520729616666E+01,  2.692504521761763E+02,  1.737921718611213E+02,  2.457628035957790E+06,  7.817124158309788E-05,  2.761737175366889E+01,  1.676669716755293E+02,  4.082823108095385E+06,  8.090423448757906E+06,  4.605274173844500E+06,
2457632.166666667, A.D. 2016-Aug-31 16:00:00.0000,  9.815758882713868E-01,  7.521826228653817E+04,  9.063555038582864E+01,  2.692503374188856E+02,  1.737915238135309E+02,  2.457628035917548E+06,  7.817767493045318E-05,  2.790135606066230E+01,  1.677352747342833E+02,  4.082599117640068E+06,  8.089979972993598E+06,  4.604895199559923E+06,
2457632.208333333, A.D. 2016-Aug-31 17:00:00.0000,  9.815759835938351E-01,  7.521392440704508E+04,  9.063672247303444E+01,  2.692499466784364E+02,  1.737908988787608E+02,  2.457628035878215E+06,  7.818383147995568E-05,  2.818528080360311E+01,  1.678027433362922E+02,  4.082384793246114E+06,  8.089555662085182E+06,  4.604532589225878E+06,
2457632.250000000, A.D. 2016-Aug-31 18:00:00.0000,  9.815760770547323E-01,  7.520984490102359E+04,  9.063868282932505E+01,  2.692492956113330E+02,  1.737903095026226E+02,  2.457628035840581E+06,  7.818959783497805E-05,  2.846909636925970E+01,  1.678693838921433E+02,  4.082184077975690E+06,  8.089158311050356E+06,  4.604193012474535E+06,
2457632.291666667, A.D. 2016-Aug-31 19:00:00.0000,  9.815761639722005E-01,  7.520610806832246E+04,  9.064137369276244E+01,  2.692484053148423E+02,  1.737897670874912E+02,  2.457628035805405E+06,  7.819487217502491E-05,  2.875275596513186E+01,  1.679352033323299E+02,  4.082000510362996E+06,  8.088794912657669E+06,  4.603882454008057E+06,
2457632.333333333, A.D. 2016-Aug-31 20:00:00.0000,  9.815762396487744E-01,  7.520278963664397E+04,  9.064472169816945E+01,  2.692473017751543E+02,  1.737892817701326E+02,  2.457628035773399E+06,  7.819956611078192E-05,  2.903621663568482E+01,  1.680002093474704E+02,  4.081837160438349E+06,  8.088471531240054E+06,  4.603606105563344E+06,
2457632.375000000, A.D. 2016-Aug-31 21:00:00.0000,  9.815762995174944E-01,  7.519995524591448E+04,  9.064863963297621E+01,  2.692460152199090E+02,  1.737888622379558E+02,  2.457628035745214E+06,  7.820360613778322E-05,  2.931944015934139E+01,  1.680644105878621E+02,  4.081696579757167E+06,  8.088193204268420E+06,  4.603368281581965E+06,
2457632.416666667, A.D. 2016-Aug-31 22:00:00.0000,  9.815763392847193E-01,  7.519765920235599E+04,  9.065302844839698E+01,  2.692445794000344E+02,  1.737885155848905E+02,  2.457628035721420E+06,  7.820693469026228E-05,  2.960239381484143E+01,  1.681278168212700E+02,  4.081580765324616E+06,  8.087963871446877E+06,  4.603172358381978E+06,
2457632.458333333, A.D. 2016-Aug-31 23:00:00.0000,  9.815763550650336E-01,  7.519594350812508E+04,  9.065777945468879E+01,  2.692430308254856E+02,  1.737882472061788E+02,  2.457628035702498E+06,  7.820951081382212E-05,  2.988505101289140E+01,  1.681904390497518E+02,  4.081491136719044E+06,  8.087786329929964E+06,  4.603020735636368E+06,
2457632.500000000, A.D. 2016-Sep-01 00:00:00.0000,  9.815763435046130E-01,  7.519483716111662E+04,  9.066277663593183E+01,  2.692414079766542E+02,  1.737880607299569E+02,  2.457628035688827E+06,  7.821131048703041E-05,  3.016739179457151E+01,  1.682522895877195E+02,  4.081428525327989E+06,  8.087662213494861E+06,  4.602914818307486E+06,
2457632.541666667, A.D. 2016-Sep-01 01:00:00.0000,  9.815763018903609E-01,  7.519435571314790E+04,  9.066789903386159E+01,  2.692397505081009E+02,  1.737879579828097E+02,  2.457628035680675E+06,  7.821232662646884E-05,  3.044940320090108E+01,  1.683133821041233E+02,  4.081393174468357E+06,  8.087591993223567E+06,  4.602855016950331E+06,
2457632.583333333, A.D. 2016-Sep-01 02:00:00.0000,  9.815762282427257E-01,  7.519450107457224E+04,  9.067302316996766E+01,  2.692380984544984E+02,  1.737879389866304E+02,  2.457628035678191E+06,  7.821256880640691E-05,  3.073107951761537E+01,  1.683737316314792E+02,  4.081384749291761E+06,  8.087574997508950E+06,  4.602840764520574E+06,
2457632.625000000, A.D. 2016-Sep-01 03:00:00.0000,  9.815761213903416E-01,  7.519526155970030E+04,  9.067802549699260E+01,  2.692364914413910E+02,  1.737880019851138E+02,  2.457628035681402E+06,  7.821206271357958E-05,  3.101242239546616E+01,  1.684333545434595E+02,  4.081402355760191E+06,  8.087609449960682E+06,  4.602870548477364E+06,
2457632.666666667, A.D. 2016-Sep-01 04:00:00.0000,  9.815759810243611E-01,  7.519661217876006E+04,  9.068278488954914E+01,  2.692349678973748E+02,  1.737881434998386E+02,  2.457628035690205E+06,  7.821084934175957E-05,  3.129344083988277E+01,  1.684922685011487E+02,  4.081444568537927E+06,  8.087692524897095E+06,  4.602941957923261E+06,
2457632.708333333, A.D. 2016-Sep-01 05:00:00.0000,  9.815758077298865E-01,  7.519851519475284E+04,  9.068718519065455E+01,  2.692335642621389E+02,  1.737883584176730E+02,  2.457628035704374E+06,  7.820898391463016E-05,  3.157415105654805E+01,  1.685504923663523E+02,  4.081509468218911E+06,  8.087820421243068E+06,  4.603051746497075E+06,
2457632.750000000, A.D. 2016-Sep-01 06:00:00.0000,  9.815756029915860E-01,  7.520092097052667E+04,  9.069111781512906E+01,  2.692323141899922E+02,  1.737886401123100E+02,  2.457628035723552E+06,  7.820653451683938E-05,  3.185457613499336E+01,  1.686080460794237E+02,  4.081594688617709E+06,  8.087988456264892E+06,  4.603195912260823E+06,
2457632.791666667, A.D. 2016-Sep-01 07:00:00.0000,  9.815753691712608E-01,  7.520376912185464E+04,  9.069448435662243E+01,  2.692312477656740E+02,  1.737889806017883E+02,  2.457628035747265E+06,  7.820358042407351E-05,  3.213474555667091E+01,  1.686649505003213E+02,  4.081697474477969E+06,  8.088191179834084E+06,  4.603369795191381E+06,
2457632.833333333, A.D. 2016-Sep-01 08:00:00.0000,  9.815751094579589E-01,  7.520698995028800E+04,  9.069719903240922E+01,  2.692303907843999E+02,  1.737893707389613E+02,  2.457628035774928E+06,  7.820021017064112E-05,  3.241469453599039E+01,  1.687212272169963E+02,  4.081814748298451E+06,  8.088422506646615E+06,  4.603568190091074E+06,
2457632.875000000, A.D. 2016-Sep-01 09:00:00.0000,  9.815748277980284E-01,  7.521050603298777E+04,  9.069919060321996E+01,  2.692297642087803E+02,  1.737898004204241E+02,  2.457628035805853E+06,  7.819651950048341E-05,  3.269446325527286E+01,  1.687768983374453E+02,  4.081943181238756E+06,  8.088675856444524E+06,  4.603785466407805E+06,
2457632.916666667, A.D. 2016-Sep-01 10:00:00.0000,  9.815745288257167E-01,  7.521423366599722E+04,  9.070040309190577E+01,  2.692293840108568E+02,  1.737902587778879E+02,  2.457628035839263E+06,  7.819260954506766E-05,  3.297409615467653E+01,  1.688319863044018E+02,  4.082079256186087E+06,  8.088944278706177E+06,  4.604015674812691E+06,
2457632.958333333, A.D. 2016-Sep-01 11:00:00.0000,  9.815742178379203E-01,  7.521808355396600E+04,  9.070079415456358E+01,  2.692292617495206E+02,  1.737907342798901E+02,  2.457628035874297E+06,  7.818858589795158E-05,  3.325364160887744E+01,  1.688865138092631E+02,  4.082219299692172E+06,  8.089220515830377E+06,  4.604252601138697E+06,
2457633.000000000, A.D. 2016-Sep-01 12:00:00.0000,  9.815739008938590E-01,  7.522195966403076E+04,  9.070032928192011E+01,  2.692294064358838E+02,  1.737912146153111E+02,  2.457628035909990E+06,  7.818455975935604E-05,  3.353315259330270E+01,  1.689405039402621E+02,  4.082359441937414E+06,  8.089496924210797E+06,  4.604489698580419E+06,
2457633.041666667, A.D. 2016-Sep-01 13:00:00.0000,  9.815735840142288E-01,  7.522577134788917E+04,  9.069902486392620E+01,  2.692298112082698E+02,  1.737916880849850E+02,  2.457628035945402E+06,  7.818063412988993E-05,  3.381267998299049E+01,  1.689939786380258E+02,  4.082496097232188E+06,  8.089766423116487E+06,  4.604720900599158E+06,
2457633.083333333, A.D. 2016-Sep-01 14:00:00.0000,  9.815732729635577E-01,  7.522943418580074E+04,  9.069688161123089E+01,  2.692304741257326E+02,  1.737921439129873E+02,  2.457628035979615E+06,  7.817690388523328E-05,  3.409227243509356E+01,  1.690469586559626E+02,  4.082625961573110E+06,  8.090022488960419E+06,  4.604940616841182E+06,
2457633.125000000, A.D. 2016-Sep-01 15:00:00.0000,  9.815729747183594E-01,  7.523285240200524E+04,  9.069393776225681E+01,  2.692313817078181E+02,  1.737925698872920E+02,  2.457628036011572E+06,  7.817347384927584E-05,  3.437198528899613E+01,  1.690994657271600E+02,  4.082745383594889E+06,  8.090257914787772E+06,  4.605142668907183E+06,
2457633.166666667, A.D. 2016-Sep-01 16:00:00.0000,  9.815726957499520E-01,  7.523594081947625E+04,  9.069024629204063E+01,  2.692325160852346E+02,  1.737929551792601E+02,  2.457628036040290E+06,  7.817043550529954E-05,  3.465186897046427E+01,  1.691515198474522E+02,  4.082851175547269E+06,  8.090466410275062E+06,  4.605321662504924E+06,
2457633.208333333, A.D. 2016-Sep-01 17:00:00.0000,  9.815724421742382E-01,  7.523862284638383E+04,  9.068587762596128E+01,  2.692338542250343E+02,  1.737932900806989E+02,  2.457628036064850E+06,  7.816786919586955E-05,  3.493196982353786E+01,  1.692031395462369E+02,  4.082940537090565E+06,  8.090642451334747E+06,  4.605472858648969E+06,
2457633.250000000, A.D. 2016-Sep-01 18:00:00.0000,  9.815722197261881E-01,  7.524083045911454E+04,  9.068091876688220E+01,  2.692353682623799E+02,  1.737935659978274E+02,  2.457628036084396E+06,  7.816584432606734E-05,  3.521232996992818E+01,  1.692543419136743E+02,  4.083011048598289E+06,  8.090781266737463E+06,  4.605592162457388E+06,
2457633.291666667, A.D. 2016-Sep-01 19:00:00.0000,  9.815720336452685E-01,  7.524250534404718E+04,  9.067547191484738E+01,  2.692370259809379E+02,  1.737937755913980E+02,  2.457628036098162E+06,  7.816441832732783E-05,  3.549298652503908E+01,  1.693051424834923E+02,  4.083060707603668E+06,  8.090878909863289E+06,  4.605676184941772E+06,
2457633.333333333, A.D. 2016-Sep-01 20:00:00.0000,  9.815718885234391E-01,  7.524360044363134E+04,  9.066965254003765E+01,  2.692387914510485E+02,  1.737939129663770E+02,  2.457628036105484E+06,  7.816363522853642E-05,  3.577397057723469E+01,  1.693555550679309E+02,  4.083087978892139E+06,  8.090932357340647E+06,  4.605722327875677E+06,
2457633.375000000, A.D. 2016-Sep-01 21:00:00.0000,  9.815717881484773E-01,  7.524408145539388E+04,  9.066358694233155E+01,  2.692406258126752E+02,  1.737939738537929E+02,  2.457628036105828E+06,  7.816352432829055E-05,  3.605530618033537E+01,  1.694055916016463E+02,  4.083091841012035E+06,  8.090939600568677E+06,  4.605728862582792E+06,
2457633.416666667, A.D. 2016-Sep-01 22:00:00.0000,  9.815717353621959E-01,  7.524392803506786E+04,  9.065740937593637E+01,  2.692424881768554E+02,  1.737939557533759E+02,  2.457628036098813E+06,  7.816409923028522E-05,  3.633700950300165E+01,  1.694552620251328E+02,  4.083071820051479E+06,  8.090899712067891E+06,  4.605694987149746E+06,
2457633.458333333, A.D. 2016-Sep-01 23:00:00.0000,  9.815717319443499E-01,  7.524313458490871E+04,  9.065125884307449E+01,  2.692443366122974E+02,  1.737938580222155E+02,  2.457628036084222E+06,  7.816535735750888E-05,  3.661908820919767E+01,  1.695045742215538E+02,  4.083028006630228E+06,  8.090812878675548E+06,  4.605620855201233E+06,
2457633.500000000, A.D. 2016-Sep-02 00:00:00.0000,  9.815717785274837E-01,  7.524171058723566E+04,  9.064527567271176E+01,  2.692461291809242E+02,  1.737936819047421E+02,  2.457628036062016E+06,  7.816727997353857E-05,  3.690154110057892E+01,  1.695535340108814E+02,  4.082961055110542E+06,  8.090680399633847E+06,  4.605507574548690E+06,
2457633.541666667, A.D. 2016-Sep-02 01:00:00.0000,  9.815718745447514E-01,  7.523968048797747E+04,  9.063959800304789E+01,  2.692478249861427E+02,  1.737934305050937E+02,  2.457628036032340E+06,  7.816983269057544E-05,  3.718435802599313E+01,  1.696021451996361E+02,  4.082872165738812E+06,  8.090504650989646E+06,  4.605357176917733E+06,
2457633.583333333, A.D. 2016-Sep-02 02:00:00.0000,  9.815720182109596E-01,  7.523708315815906E+04,  9.063435828331070E+01,  2.692493851993466E+02,  1.737931087059550E+02,  2.457628035995523E+06,  7.817296641950010E-05,  3.746752004913354E+01,  1.696504096817066E+02,  4.082763051291093E+06,  8.090289019424027E+06,  4.605172561421421E+06,
2457633.625000000, A.D. 2016-Sep-02 03:00:00.0000,  9.815722065362621E-01,  7.523397097169806E+04,  9.062967990317847E+01,  2.692507740330428E+02,  1.737927230393894E+02,  2.457628035952073E+06,  7.817661870679162E-05,  3.775099985796908E+01,  1.696983275845048E+02,  4.082635890170015E+06,  8.090037809368332E+06,  4.604957415083557E+06,
2457633.666666667, A.D. 2016-Sep-02 04:00:00.0000,  9.815724353715083E-01,  7.523040854186357E+04,  9.062567404842909E+01,  2.692519596325277E+02,  1.737922815157900E+02,  2.457628035902672E+06,  7.818071539987758E-05,  3.803476239577584E+01,  1.697458974543082E+02,  4.082493268022425E+06,  8.089756127502985E+06,  4.604716113924991E+06,
2457633.708333333, A.D. 2016-Sep-02 05:00:00.0000,  9.815726994840263E-01,  7.522647116017636E+04,  9.062243686995038E+01,  2.692529148620050E+02,  1.737917934173204E+02,  2.457628035848157E+06,  7.818517258202270E-05,  3.831876569122490E+01,  1.697931164745559E+02,  4.082338109967127E+06,  8.089449748774077E+06,  4.604453608161192E+06,
2457633.750000000, A.D. 2016-Sep-02 06:00:00.0000,  9.815729926623153E-01,  7.522224298265111E+04,  9.062004704059937E+01,  2.692536179652408E+02,  1.737912690623797E+02,  2.457628035789502E+06,  7.818989871788141E-05,  3.860296186284761E+01,  1.698399807108292E+02,  4.082173605521616E+06,  8.089124968060580E+06,  4.604175295058553E+06,
2457633.791666667, A.D. 2016-Sep-02 07:00:00.0000,  9.815733078478037E-01,  7.521781501006299E+04,  9.061856376093118E+01,  2.692540530851927E+02,  1.737907195478002E+02,  2.457628035727803E+06,  7.819479695031518E-05,  3.888729827071693E+01,  1.698864853761268E+02,  4.082003128331338E+06,  8.088788441652612E+06,  4.603886883020405E+06,
2457633.833333333, A.D. 2016-Sep-02 08:00:00.0000,  9.815736372912708E-01,  7.521328291158988E+04,  9.061802526080353E+01,  2.692542106314446E+02,  1.737901564757098E+02,  2.457628035664243E+06,  7.819976748797601E-05,  3.917171878531526E+01,  1.699326251098491E+02,  4.081830152836381E+06,  8.088447022761171E+06,  4.603594250524512E+06,
2457633.875000000, A.D. 2016-Sep-02 09:00:00.0000,  9.815739727308880E-01,  7.520874474437027E+04,  9.061844782951640E+01,  2.692540874886637E+02,  1.737895916721947E+02,  2.457628035600073E+06,  7.820471002200956E-05,  3.945616514058938E+01,  1.699783942636591E+02,  4.081658170041011E+06,  8.088107595337651E+06,  4.603303303582142E+06,
